Constraint,CapRes_1
t1242,8.096846900390461e-9
t1243,1.4719233763195392e-8
t1244,2.7711907641523786e-8
t1245,2.824316602339508e-8
t1246,2.21521105329427e-8
t1247,1.496945731772514e-8
t1248,9.878044320171792e-9
t1249,7.794483063001007e-9
t1250,7.434533603670516e-9
t1251,7.2220888760807585e-9
t1252,7.039307916630828e-9
t1253,7.046590758661441e-9
t1254,7.195666727947068e-9
t1255,5.56997197297676e-9
t1256,5.19491628084514e-9
t1257,5.133841797450441e-9
t1258,5.3705508274139886e-9
t1259,5.617202056555724e-9
t1260,5.947428466292868e-9
t1261,6.039880288186151e-9
t1262,6.155320498200114e-9
t1263,6.196814757548409e-9
t1264,6.461923396821518e-9
t1265,7.434320938292054e-9
t1266,9.637355412393741e-9
t1267,2.415611281803053e-8
t1268,1.044838544646838e-7
t1269,9.182959450369426e-8
t1270,4.602856621854429e-8
t1271,2.3430141231683963e-8
t1272,1.1596362725879325e-8
t1273,1.0198838504384776e-8
t1274,9.694739569846014e-9
t1275,9.175503158547008e-9
t1276,8.640403430491834e-9
t1277,8.853117072054614e-9
t1278,9.591677059482247e-9
t1279,6.710442054882104e-9
t1280,5.802295084766575e-9
t1281,5.304473953011179e-9
t1282,5.428423591247272e-9
t1283,6.5800827438182956e-9
t1284,7.094442003958538e-9
t1285,7.312430739097491e-9
t1286,7.687065427085505e-9
t1287,8.238860623020771e-9
t1288,8.598543270789597e-9
t1289,9.197155015799389e-9
t1290,1.662325431015175e-8
t1291,8.402075692149537e-8
t1292,6.857887112288655e-8
t1293,6.769907664158877e-8
t1294,4.3230754771099136e-8
t1295,2.479252404156131e-8
t1296,1.2474524049862723e-8
t1297,9.090302938810922e-9
t1298,8.156302727359033e-9
t1299,7.80489240952297e-9
t1300,7.612430310267289e-9
t1301,7.53930285419719e-9
t1302,7.554640399668744e-9
t1303,7.686718813893191e-9
t1304,5.983646573773336e-9
t1305,5.473306057751781e-9
t1306,5.308701891824103e-9
t1307,5.378035168476153e-9
t1308,5.068464158280379e-9
t1309,4.565393564805987e-9
t1310,4.448096217615846e-9
t1311,4.57095724151115e-9
t1312,5.249334041501173e-9
t1313,6.965590112315102e-9
t1314,1.0785374364152575e-8
t1315,1.215969714134921e-8
t1316,1.2116192147218534e-8
t1317,1.2242066428528516e-8
t1318,1.0988031142689612e-8
t1319,1.0061969072997608e-8
t1320,8.464923006375902e-9
t1321,7.54372457614687e-9
t1322,7.195244990761433e-9
t1323,6.980585229925401e-9
t1324,6.829893731129088e-9
t1325,6.744342560290144e-9
t1326,6.774282060798186e-9
t1327,4.823486333206468e-9
t1328,3.746031093257149e-9
t1329,3.2290686275361584e-9
t1330,3.233498828347195e-9
t1331,3.344944112839713e-9
t1332,3.490165308004929e-9
t1333,3.6341843490619107e-9
t1334,3.734350002917814e-9
t1335,3.967102719927282e-9
t1336,4.344247067978581e-9
t1337,5.214437298134312e-9
t1338,6.286552064070398e-9
t1339,1.1849762800688905e-8
t1340,1.7174272570765362e-8
t1341,1.625210544205773e-8
t1342,1.4325962705260543e-8
t1343,1.1352939160479206e-8
t1344,8.971237117074943e-9
t1345,1.4744204080170025e-9
t1346,1.457415187990132e-9
t1347,1.4475303468275239e-9
t1348,1.44619811229803e-9
t1349,1.4625642585419468e-9
t1350,1.5085350119485616e-9
t1351,1.5819881819615258e-9
t1352,1.6191212003237763e-9
t1353,1.15606856262917e-9
t1354,9.044938012860331e-10
t1355,7.864067961019324e-10
t1356,7.716383812733084e-10
t1357,7.756343132269908e-10
t1358,7.830636022989404e-10
t1359,8.948756907048696e-10
t1360,1.1403715020056776e-9
t1361,1.8644703944786972e-9
t1362,2.67991382242872e-9
t1363,2.6328337413229277e-9
t1364,2.5829335706971477e-9
t1365,2.3369426737583573e-9
t1366,1.9771794453635334e-9
t1367,1.545113792490874e-9
t1368,1.2051392641219215e-9
t1369,1.0870167116326813e-9
t1370,1.0583335404743863e-9
t1371,1.0502694503691667e-9
t1372,1.0407178719820516e-9
t1373,1.0519527819446967e-9
t1374,1.0973950304615618e-9
t1375,1.270784213132982e-9
t1376,1.3625094186660712e-9
t1377,1.1593704424067463e-9
t1378,1.090581561600158e-9
t1379,1.0179768172370798e-9
t1380,9.909389938991135e-10
t1381,8.892470432853631e-10
t1382,9.959898610111696e-10
t1383,1.09064090030722e-9
t1384,1.1814139183616965e-9
t1385,1.639938501640748e-9
t1386,1.9759697309583698e-9
t1387,1.9620687351328947e-9
t1388,1.924910525549155e-9
t1389,1.9029228940677274e-9
t1390,1.7924459149555474e-9
t1391,1.4744851478125062e-9
t1392,1.251097246414927e-9
t1393,1.205460208464709e-9
t1394,1.1800343558843137e-9
t1395,1.1587994402999507e-9
t1396,1.1506493871609715e-9
t1397,1.1713634212158357e-9
t1398,1.2386233056323992e-9
t1399,1.4282225718930081e-9
t1400,1.3134368636033731e-9
t1401,9.8841805087426e-10
t1402,7.552364772485595e-10
t1403,6.498381152045405e-10
t1404,6.213652251842301e-10
t1405,5.926119718202385e-10
t1406,8.11040856417685e-10
t1407,6.638349112680368e-10
t1408,1.1837939376962994e-9
t1409,2.1292869890177233e-9
t1410,4.306026326590773e-9
t1411,2.766606528292941e-9
t1412,2.6877587916323566e-9
t1413,3.2298516146312125e-9
t1414,3.03227554415087e-9
t1415,2.5671841730166354e-9
t1416,2.2231073898969473e-9
t1417,1.9337063392932587e-9
t1418,1.8713707529829495e-9
t1419,1.8331880305354601e-9
t1420,1.8367566776410588e-9
t1421,1.8935972340616037e-9
t1422,2.260055987549895e-9
t1423,2.7459692546095834e-9
t1424,2.416509828979602e-9
t1425,1.3868710502099307e-9
t1426,1.2605330359653431e-9
t1427,1.20236125971379e-9
t1428,1.2349818022904197e-9
t1429,8.118534555586415e-10
t1430,1.2115923004047048e-9
t1431,9.893338495178012e-10
t1432,1.3719359544445199e-9
t1433,2.0573718943348014e-9
t1434,2.2017010784416457e-9
t1435,2.1816674007469403e-9
t1436,2.175988229599567e-9
t1437,2.0594256027830964e-9
t1438,1.9529467828459878e-9
t1439,1.817861397898428e-9
t1440,1.5764647841166957e-9
t1441,1.406354417986417e-9
t1442,1.3228591168621502e-9
t1443,1.3084353543057587e-9
t1444,1.3249017331525672e-9
t1445,1.4942668429311683e-9
t1446,1.6794871232478409e-9
t1447,1.8090089310378301e-9
t1448,2.0775007626374753e-9
t1449,1.371564803842941e-9
t1450,1.1637644909040588e-9
t1451,1.0116742701307186e-9
t1452,1.0159983400877434e-9
t1453,1.079679996969915e-9
t1454,1.2128949565393957e-9
t1455,1.2768336034433795e-9
t1456,1.3749745769746913e-9
t1457,2.1009000539902983e-9
t1458,2.4423554459873845e-9
t1459,2.4092731772492506e-9
t1460,2.3703299412803657e-9
t1461,2.3184268737804066e-9
t1462,2.1645356020870403e-9
t1463,1.8391468329650158e-9
t1464,1.6463194670930723e-9
t1465,1.503093390997409e-9
t1466,1.2438459640819688e-9
t1467,1.2308434884308662e-9
t1468,1.3607126639053316e-9
t1469,1.4540272155866916e-9
t1470,1.3637025689345978e-9
t1471,1.4075541150154083e-9
t1472,1.2013832308867316e-9
t1473,8.609322288509502e-10
t1474,7.00936005602924e-10
t1475,6.282135351002172e-10
t1476,6.00622488279747e-10
t1477,5.973766693175396e-10
t1478,6.195481719167098e-10
t1479,7.218910770296806e-10
t1480,9.317718849560385e-10
t1481,1.496300938123621e-9
t1482,1.953108389888477e-9
t1483,1.933224078269819e-9
t1484,1.8988523713821976e-9
t1485,1.879590489697633e-9
t1486,1.8177000682357246e-9
t1487,1.7363811624606478e-9
t1488,1.6497423916339655e-9
t1489,1.5824487157270736e-9
t1490,1.5430340043131363e-9
t1491,1.5246490572961133e-9
t1492,1.5104255144622072e-9
t1493,1.5081761435261066e-9
t1494,1.5086636283972744e-9
t1495,1.5393077286724152e-9
t1496,1.359754520934659e-9
t1497,9.625615222245095e-10
t1498,7.052068161423081e-10
t1499,6.377839519092924e-10
t1500,6.078506133228648e-10
t1501,6.014102174788469e-10
t1502,6.139775778334033e-10
t1503,6.978757879376592e-10
t1504,9.324441789936793e-10
t1505,1.7782320609364611e-9
t1506,1.974814821987521e-9
t1507,2.0320767767432952e-9
t1508,1.9774701233931506e-9
t1509,1.908351574269973e-9
t1510,1.8024694029848005e-9
t1511,1.694128315083474e-9
t1512,1.6084011026846977e-9
t1513,8.57386255052336e-10
t1514,8.53172670180029e-10
t1515,8.470864834044887e-10
t1516,8.446855780111037e-10
t1517,8.534032082559475e-10
t1518,8.775600289126064e-10
t1519,9.402431892413627e-10
t1520,1.1476065603637697e-9
t1521,1.1966208521519894e-9
t1522,1.1399038728661895e-9
t1523,1.039196080277422e-9
t1524,1.0935812245407922e-9
t1525,1.052005899818403e-9
t1526,1.018510279330673e-9
t1527,1.0567638705929982e-9
t1528,1.4500709962692833e-9
t1529,1.5552564938871717e-9
t1530,1.6095956363730249e-9
t1531,1.5523899509276548e-9
t1532,1.4790693793338008e-9
t1533,1.491769199818102e-9
t1534,1.2866019791400982e-9
t1535,1.0134701506121944e-9
t1536,8.738718738385536e-10
t1537,8.559295596117242e-10
t1538,8.168564603215166e-10
t1539,8.093728127977442e-10
t1540,8.094142343083154e-10
t1541,8.463715283744843e-10
t1542,1.0160642693022137e-9
t1543,1.2296556543699378e-9
t1544,1.3386837826400735e-9
t1545,1.1442366633529115e-9
t1546,8.02590195692327e-10
t1547,5.63244824967938e-10
t1548,4.822154085516574e-10
t1549,4.865985891470035e-10
t1550,5.378243598155719e-10
t1551,7.003614691494635e-10
t1552,8.961443331053981e-10
t1553,1.7220821035582716e-9
t1554,2.313803770081303e-9
t1555,2.2107704935769673e-9
t1556,2.161458445249906e-9
t1557,1.954811002655779e-9
t1558,1.5768167206210747e-9
t1559,1.187208308244049e-9
t1560,9.428304810189209e-10
t1561,8.819701634240057e-10
t1562,8.705053009367143e-10
t1563,8.654145538799681e-10
t1564,8.670406442949557e-10
t1565,8.755893117425446e-10
t1566,1.1955592766272782e-9
t1567,1.3805959983906179e-9
t1568,1.527759866111676e-9
t1569,1.1356381344853062e-9
t1570,9.644049904947216e-10
t1571,8.79036588846991e-10
t1572,8.262822034916621e-10
t1573,8.233583301863562e-10
t1574,8.110215107080238e-10
t1575,8.552033148927229e-10
t1576,1.0182564571749639e-9
t1577,2.1194797671996965e-9
t1578,3.12897484010463e-9
t1579,3.1223392669448473e-9
t1580,2.854805397822168e-9
t1581,2.7024771490366174e-9
t1582,2.2740722331933994e-9
t1583,1.74859841907245e-9
t1584,1.4656785555886082e-9
t1585,1.2688954312723737e-9
t1586,1.179085685616229e-9
t1587,1.146971607561387e-9
t1588,1.0414277474953348e-9
t1589,9.760084594301881e-10
t1590,1.1191873119329535e-9
t1591,1.3745551369208143e-9
t1592,1.4154509105569186e-9
t1593,1.0429341794228677e-9
t1594,7.472217095554634e-10
t1595,5.756306305129348e-10
t1596,5.405131885042725e-10
t1597,5.425591757058227e-10
t1598,5.67244059402975e-10
t1599,6.556649112100154e-10
t1600,8.644755500598034e-10
t1601,2.046828114486973e-9
t1602,4.89505588668385e-9
t1603,4.948070296151274e-9
t1604,4.645801845700714e-9
t1605,4.315451196156987e-9
t1606,3.719794053793264e-9
t1607,2.5726373211495507e-9
t1608,1.7872485261630136e-9
t1609,1.5186349029145114e-9
t1610,1.3962977404225808e-9
t1611,1.2943330815749296e-9
t1612,1.3067550417376914e-9
t1613,1.325368624959736e-9
t1614,1.4355217261719736e-9
t1615,1.821277372589044e-9
t1616,1.7313226873508347e-9
t1617,1.026478360440532e-9
t1618,7.927438744026435e-10
t1619,6.393529356904177e-10
t1620,5.671411895158506e-10
t1621,4.970166675939662e-10
t1622,4.862983872084885e-10
t1623,5.735434191334287e-10
t1624,7.617285225208235e-10
t1625,1.2353366953596452e-9
t1626,1.5593397858347372e-9
t1627,1.5418865938034702e-9
t1628,1.5429199208065945e-9
t1629,1.4843217691283567e-9
t1630,1.3818847783021599e-9
t1631,1.3087162491720224e-9
t1632,1.2366873085609136e-9
t1633,1.0760176264570861e-9
t1634,1.010772637597759e-9
t1635,9.917530883028613e-10
t1636,9.83483231589204e-10
t1637,9.88848684596211e-10
t1638,1.0109291016754978e-9
t1639,1.0556528320716765e-9
t1640,1.0084707044306668e-9
t1641,7.407366374611894e-10
t1642,5.934489787397828e-10
t1643,5.449380965064007e-10
t1644,5.278014339076245e-10
t1645,4.951593131472887e-10
t1646,5.22805951118992e-10
t1647,5.888292331408281e-10
t1648,7.763703501724524e-10
t1649,1.6119166084572318e-9
t1650,2.365388616285827e-9
t1651,2.332057027097079e-9
t1652,2.3373452746606e-9
t1653,2.270669412937455e-9
t1654,2.1262448254384113e-9
t1655,1.7852280378721143e-9
t1656,1.4891613272580987e-9
t1657,1.2864449429974505e-9
t1658,1.1270032657325171e-9
t1659,1.0591038948647329e-9
t1660,1.025123848251681e-9
t1661,9.62905053587812e-10
t1662,9.859238658417295e-10
t1663,9.245062456459188e-10
t1664,9.835544127412364e-10
t1665,1.0778410931827172e-9
t1666,8.42363267800603e-10
t1667,8.134721717021077e-10
t1668,7.597305952022426e-10
t1669,8.126173788360183e-10
t1670,7.348919811115115e-10
t1671,1.0123994489671982e-9
t1672,1.4458507978036698e-9
t1673,1.6094457723378207e-9
t1674,1.6487975248377328e-9
t1675,1.6241718058651948e-9
t1676,1.5874852046919092e-9
t1677,1.5490990376732452e-9
t1678,1.3753421367288408e-9
t1679,1.0418473405465565e-9
t1680,9.085733098592375e-10
t1681,5.292434777634679e-9
t1682,5.058853590900612e-9
t1683,4.975401500845529e-9
t1684,4.964912555155749e-9
t1685,5.063330319689577e-9
t1686,5.381396201516992e-9
t1687,6.091264598410505e-9
t1688,6.7970911000889795e-9
t1689,7.501115421759402e-9
t1690,6.360888017882165e-9
t1691,3.982041113946572e-9
t1692,6.183616685735389e-9
t1693,6.151677670195532e-9
t1694,6.36994824158954e-9
t1695,6.665077863339048e-9
t1696,9.941897564191149e-9
t1697,1.1580863220075603e-8
t1698,1.1515076517703097e-8
t1699,1.1517680907587768e-8
t1700,1.0834232711674218e-8
t1701,9.864686932016896e-9
t1702,8.827006294475632e-9
t1703,7.415447617410891e-9
t1704,7.3142833506136385e-9
t1705,5.965647992661568e-9
t1706,5.03699220919353e-9
t1707,5.03031634003163e-9
t1708,4.958821039736149e-9
t1709,5.020405044693162e-9
t1710,5.1524594714097475e-9
t1711,5.693975333910873e-9
t1712,5.888200451410185e-9
t1713,6.6346622715483215e-9
t1714,5.973809406460981e-9
t1715,5.566637718348208e-9
t1716,4.3361399409566005e-9
t1717,4.082243234498456e-9
t1718,4.766452449023432e-9
t1719,5.100073745406996e-9
t1720,5.953963536953676e-9
t1721,1.2211150984882286e-8
t1722,1.3712783347496483e-8
t1723,1.3822697957385485e-8
t1724,1.3172286796251605e-8
t1725,1.1703036583245749e-8
t1726,9.436816313523726e-9
t1727,7.590525632040663e-9
t1728,6.794359888250697e-9
t1729,4.915498629243199e-9
t1730,4.3972112784688484e-9
t1731,4.270845920094513e-9
t1732,4.23561920608359e-9
t1733,4.298583808180749e-9
t1734,4.535287729467729e-9
t1735,4.994935859576257e-9
t1736,5.145705105647919e-9
t1737,4.617891272329945e-9
t1738,3.2461605712343443e-9
t1739,2.955312037886011e-9
t1740,2.7174448514112975e-9
t1741,2.6494256893296293e-9
t1742,2.7878592847762286e-9
t1743,3.010000787869074e-9
t1744,3.6592145837974794e-9
t1745,6.178742667565284e-9
t1746,7.613236639880797e-9
t1747,7.605994180462128e-9
t1748,7.169716193790517e-9
t1749,7.193626200547356e-9
t1750,6.857144731123163e-9
t1751,6.235627892491335e-9
t1752,5.428458317300578e-9
t1753,4.8823620581274415e-9
t1754,4.8211877422499795e-9
t1755,4.782371319927526e-9
t1756,4.781078482095106e-9
t1757,4.815816138776415e-9
t1758,5.6340962114719705e-9
t1759,6.145180180215956e-9
t1760,6.4796225282512516e-9
t1761,5.416043387595083e-9
t1762,4.199980415281188e-9
t1763,3.860639493496118e-9
t1764,3.544440165423672e-9
t1765,3.6669469211268785e-9
t1766,4.187345972885908e-9
t1767,5.313328592291674e-9
t1768,7.147202887067546e-9
t1769,1.7529983505235453e-8
t1770,2.0002532072756676e-8
t1771,1.879324342123648e-8
t1772,1.8348838413986753e-8
t1773,1.796001835167465e-8
t1774,1.4280497722647718e-8
t1775,9.092285110194167e-9
t1776,7.03765822267519e-9
t1777,6.1636032545036005e-9
t1778,4.799529390871045e-9
t1779,4.7157867990397696e-9
t1780,4.475313171695409e-9
t1781,4.503419897974255e-9
t1782,4.704694470708864e-9
t1783,5.14351476670799e-9
t1784,5.467297518664521e-9
t1785,5.6350498633582305e-9
t1786,5.581975011277355e-9
t1787,5.605986594534988e-9
t1788,5.7151221857650376e-9
t1789,5.763483207070792e-9
t1790,5.250246421690442e-9
t1791,3.951340825200537e-9
t1792,4.434993869910741e-9
t1793,5.961957467437445e-9
t1794,6.199646889066874e-9
t1795,6.069932263544678e-9
t1796,5.8926795024821314e-9
t1797,5.856970023832886e-9
t1798,5.6272084694795045e-9
t1799,5.452228838689025e-9
t1800,5.103340824237711e-9
t1801,4.875517218325863e-9
t1802,4.716786733909047e-9
t1803,4.821178015838486e-9
t1804,4.49314853138363e-9
t1805,4.508364421361343e-9
t1806,4.597117370532408e-9
t1807,4.798177504146821e-9
t1808,5.106352715255842e-9
t1809,4.717862000418338e-9
t1810,3.6490801153612155e-9
t1811,3.2606263347700786e-9
t1812,3.165707208599238e-9
t1813,2.888258487910454e-9
t1814,2.8638504293466976e-9
t1815,3.1930736366207675e-9
t1816,3.6822842429484862e-9
t1817,5.495191528530587e-9
t1818,5.595048196751757e-9
t1819,5.627190117053418e-9
t1820,5.571122876284318e-9
t1821,5.461665699244845e-9
t1822,5.486034042225291e-9
t1823,5.2990794202318e-9
t1824,4.886822282041007e-9
t1825,4.593477512283334e-9
t1826,4.431461817086285e-9
t1827,4.398348666107709e-9
t1828,4.441471054436432e-9
t1829,4.492431653481091e-9
t1830,4.57102461335404e-9
t1831,4.666757213726491e-9
t1832,4.71154531202221e-9
t1833,4.246311957940235e-9
t1834,3.9998250107504105e-9
t1835,3.3661031902339582e-9
t1836,3.500041009660139e-9
t1837,3.534997714560451e-9
t1838,3.847987909991029e-9
t1839,4.25744127149447e-9
t1840,4.736948596339311e-9
t1841,7.852632803778817e-9
t1842,1.2474333133801093e-8
t1843,1.0724066466274788e-8
t1844,1.0682097849856054e-8
t1845,1.0482450615296431e-8
t1846,8.851246423349936e-9
t1847,7.005897240878813e-9
t1848,6.0797717454187575e-9
